base_section_id,title,status,md_tables,md_rows,db_chunks,db_tables,db_rows,coverage_pct,issue_types,details,chunk_ids
1-9-3,낙석방지책 설치,PASS,4,17,1,4,17,100.0,,,C-NEW-0008
1-9-4,낙석방지망 설치,PASS,7,20,2,7,20,100.0,,,"C-0374-A, C-0374-B"
10-2-1,알람밸브 설치,PASS,5,9,1,4,9,100.0,,,C-0756
10-7-2,스프링클러 전기설비설치,PASS,7,10,1,7,10,100.0,,,C-0916
10-9-1,완강기 설치,PASS,3,5,1,3,5,100.0,,,C-NEW-0010
11-1-6,비닐 보양,PASS,7,11,1,7,11,100.0,,,C-0769
11-2-1,버트 융착식 접합 및 부설,PASS,4,15,2,4,15,100.0,,,"C-0771, C-0925"
11-2-10,걸레받이용 페인트칠,PASS,7,10,1,6,10,100.0,,,C-0779
11-3-1,분기공 설치,PASS,2,27,2,2,27,100.0,,,"C-0781, C-0927"
11-3-4,원격식 가스미터 설치,PASS,6,14,1,6,14,100.0,,,C-0930
12-2-2,계량기 설치,PASS,2,30,1,2,30,100.0,,,C-0936
12-2-4,Control Air 배관,INFO,2,16,1,2,16,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {6} (MD: [6, 7], DB: [4, 7])",C-0938
12-3-1,중앙처리장치(CPU) 설치,PASS,2,25,1,2,25,100.0,,,C-0941
12-3-3,콘솔(Console) 설치,PASS,6,10,1,6,10,100.0,,,C-0942
13-1-7,장거리 배관,PASS,2,21,1,2,21,100.0,,,C-0950
13-10-2,OVER HEAD CRANE 설치,PASS,4,28,1,4,28,100.0,,,C-1030
13-10-3,GANTRY CRANE 설치,PASS,7,54,2,7,54,100.0,,,"C-1031-A, C-1031-B"
13-11-2,Cooling Tower 설치,PASS,3,21,1,3,21,100.0,,,C-1035
13-2-1,강관절단,INFO,2,24,3,3,24,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {12} (MD: [12], DB: [8])","C-0953-A, C-0953-B, C-0953-C"
13-2-2,강판절단,INFO,2,27,2,2,27,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {12} (MD: [5, 12], DB: [5, 8])","C-0954-A, C-0954-B"
13-3-1,pipe보온,PASS,1,7,1,1,7,100.0,,,C-1167
13-3-2,기기보온,INFO,2,19,1,2,19,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {10} (MD: [3, 10], DB: [3, 6])",C-0960
13-4-7,탱크청소,PASS,3,15,1,3,15,100.0,,,C-NEW-0011
13-5-1,보일러 설치,PASS,3,49,4,5,49,100.0,,,"C-0967-A, C-0967-B, C-0967-C, C-0967-D"
13-5-10,복수기 설치,PASS,3,29,3,3,29,100.0,,,"C-0975-A, C-0975-B, C-0975-C"
13-5-11,왕복압축기 설치,PASS,1,15,3,2,15,100.0,,,"C-0976-A, C-0976-B, C-0976-C"
13-5-12,펌프 설치,PASS,2,25,2,2,25,100.0,,,"C-0977-A, C-0977-B"
13-5-14,Heater 및 Tank 설치,PASS,2,38,4,4,38,100.0,,,"C-0979-A, C-0979-B, C-0979-C, C-0979-D"
13-5-5,공기예열기(Preheater) 설치,PASS,4,26,1,4,26,100.0,,,C-NEW-0012
13-5-6,Soot Blower,PASS,3,28,2,3,28,100.0,,,"C-0971-A, C-0971-B"
13-5-7,Fan 설치,PASS,1,19,3,2,19,100.0,,,"C-0972-A, C-0972-B, C-0972-C"
13-6-10,Steel Penstock 현장설치,PASS,1,36,3,2,36,100.0,,,"C-0990-A, C-0990-C, C-0990-B"
13-6-11,Roller Gate Guide Metal 제작,PASS,2,27,1,2,27,100.0,,,C-0991
13-6-13,Tainter Gate Guide Metal 제작,PASS,2,26,1,2,26,100.0,,,C-0993
13-6-14,Tainter Gate Guide Metal 설치,PASS,2,27,1,2,27,100.0,,,C-0994
13-6-16,Trash Rack 설치,PASS,5,62,2,5,62,100.0,,,"C-0996-A, C-0996-B"
13-6-17,Tainter Gate Anchorage 제관,PASS,2,31,1,2,31,100.0,,,C-0997
13-6-4,수문 설치,INFO,6,68,2,6,68,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {6} (MD: [2, 3, 4, 6], DB: [2, 3, 4, 5])","C-0984-A, C-0984-B"
13-6-5,Stop-Log 제작,PASS,5,61,2,5,61,100.0,,,"C-0985-A, C-0985-B"
13-6-7,수문 Hoist 설치,PASS,6,52,2,6,52,100.0,,,"C-0987-A, C-0987-B"
13-7-1,고로본체 및 부속기기 설치,PASS,2,14,1,2,14,100.0,,,C-0999
13-7-11,내화물(제철축로) 쌓기,PASS,2,23,1,2,23,100.0,,,C-NEW-0013
13-7-14,혼선로 및 전로 본체 조립 설치,INFO,5,18,1,4,18,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {10} (MD: [5, 8, 10], DB: [5, 8])",C-1008
13-7-16,가열로 본체 및 Recuperator실 조립설치,PASS,2,17,1,2,17,100.0,,,C-1009
13-7-20,Roller Table 조립설치,PASS,2,17,1,2,17,100.0,,,C-1013
13-7-21,전기집진기 설치(Electric Precipitator),PASS,1,19,1,1,19,100.0,,,C-1014
13-7-5,열풍로 DECK 설치,PASS,3,17,1,3,17,100.0,,,C-NEW-0014
13-7-7,Edge Mill 설치,PASS,3,17,1,3,17,100.0,,,C-NEW-0015
13-7-9,Ventri Scrubber 본체 및 부속설비 설치,PASS,3,17,1,3,17,100.0,,,C-NEW-0016
13-8-4,반건식 반응탑 설치,PASS,2,21,1,2,21,100.0,,,C-1019
13-8-5,탈질설비 설치,PASS,5,46,4,5,46,100.0,,,"C-1020-A, C-1020-B, C-1020-C, C-1020-D"
13-8-6,여과집진기 설치(Bag filter),PASS,2,26,2,3,26,100.0,,,"C-1021-A, C-1021-B"
13-8-7,활성탄･반응조제 및 소석회 공급설비 설치,PASS,2,24,2,3,24,100.0,,,"C-1022-A, C-1022-B"
13-9-2,모노레일 설치,INFO,5,10,1,3,10,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {9, 7} (MD: [3, 4, 6, 7, 9], DB: [3, 4, 6])",C-1025
2-1-10,소파보수(도로복구),INFO,10,21,3,10,21,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {8, 12} (MD: [2, 3, 8, 12], DB: [2, 3, 6, 9])","C-1077-C, C-1077-A, C-1077-B"
2-1-11,맨홀보수,INFO,4,11,2,5,11,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {8, 9} (MD: [3, 5, 8, 9], DB: [3, 4, 5, 7])","C-1078-A, C-1078-B"
2-1-22,교통 안전표지판 교체,PASS,4,10,1,4,10,100.0,,,C-1089
2-1-26,시선유도표지 철거,PASS,6,14,1,6,14,100.0,,,C-1092
2-1-28,보도용 블록 장비사용 철거,PASS,5,12,1,4,12,100.0,,,C-NEW-0017
2-10-2,방진망 설치 및 해체,PASS,8,13,1,8,13,100.0,,,C-NEW-0018
2-11-6,자동세륜기 설치 및 해체,PASS,7,7,1,6,7,100.0,,,C-NEW-0019
2-12-3,축중계 설치 및 해체,PASS,6,10,1,6,10,100.0,,,C-NEW-0020
2-2-11,도상자갈철거(기계),PASS,4,18,1,3,18,100.0,,,C-NEW-0021
2-2-15,목침목 탄성체결장치 철거,PASS,4,11,1,4,11,100.0,,,C-NEW-0022
2-4-10,빗물받이 준설(흡입식),INFO,8,13,1,8,13,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {6} (MD: [2, 3, 5, 6], DB: [2, 3, 5])",C-1125
2-4-12,주철관 철거,PASS,2,11,1,2,11,100.0,,,C-1127
2-4-13,원심력철근콘크리트관 철거,PASS,1,15,1,1,15,100.0,,,C-1128
2-4-8,하수도 수로암거 준설(흡입식),PASS,6,14,1,5,14,100.0,,,C-1123
2-6-5,잭서포트 설치 및 해체,PASS,9,16,1,9,16,100.0,,,C-NEW-0023
2-8-11,계단난간대 설치 및 해체,INFO,10,13,1,8,13,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {9} (MD: [3, 4, 5, 6, 8, 9], DB: [3, 4, 5, 6, 8])",C-NEW-0024
2-8-4,교량 방호선반 설치 및 해체,PASS,4,13,1,4,13,100.0,,,C-NEW-0025
2-8-7,비계주위 보호망 설치 및 해체,PASS,6,13,1,6,13,100.0,,,C-NEW-0026
2-9-5,PE가설방호벽 설치 및 해체,PASS,6,9,1,6,9,100.0,,,C-0093
3-1-4,철골재 철거(기계),PASS,5,12,1,5,12,100.0,,,C-NEW-0027
3-1-5,석축 헐기(인력),PASS,1,4,1,1,4,100.0,,,C-1133
3-11-1,머신 가이던스(MG) 굴착기,PASS,4,14,1,4,14,100.0,,,C-NEW-0028
3-11-2,머신 컨트롤(MC) 굴착기,PASS,2,6,1,2,6,100.0,,,C-0161
3-2-11,기존방수층 제거 및 바탕처리,PASS,6,12,1,6,12,100.0,,,C-1143
3-3-8,암파쇄(유압식 할암공법),INFO,5,17,1,5,17,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {5} (MD: [3, 4, 5], DB: [3, 4])",C-0131
3-7-1,프리캐스트 콘크리트 블록설치,PASS,5,10,1,4,10,100.0,,,C-0147
3-7-5,비탈면 보강공,INFO,4,12,1,4,12,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {8} (MD: [4, 8], DB: [4, 7])",C-0151
3-8-4,뒤채움 및 다짐,PASS,6,14,1,6,14,100.0,,,C-0155
4-6-10,목침목 탄성체결장치 설치,PASS,1,2,1,1,2,100.0,,,C-0422
4-6-4,침목천공,PASS,6,11,1,5,11,100.0,,,C-0419
4-6-9,교량침목고정장치 설치,PASS,8,15,1,8,15,100.0,,,C-NEW-0029
6-1,공통사항,INFO,1,3,4,1,3,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {5} (MD: [5], DB: [4])","C-0699, C-0202, C-0434, C-0848"
6-2-4,공장가공,PASS,4,12,1,4,12,100.0,,,C-NEW-0033
6-3-5,합성수지(P,PASS,5,15,1,5,15,100.0,,,C-NEW-0034
6-3-6,슬립폼 공법,INFO,4,8,1,4,8,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {8} (MD: [3, 8], DB: [3, 6])",C-0216
6-3-8,갱폼 설치 및 해체,PASS,3,10,1,3,10,100.0,,,C-0218
6-5-5,분기관 천공 및 접합,PASS,4,23,1,3,23,100.0,,,C-NEW-0035
6-6-5,교량점검시설 점검통로 설치,PASS,4,12,1,3,12,100.0,,,C-NEW-0036
6-7-9,모듈러 건축 설치,PASS,4,12,1,4,12,100.0,,,C-NEW-0037
6-8-2,강관제 게이트 제수밸브 부설 및 접합,INFO,4,21,1,4,21,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {5} (MD: [2, 4, 5], DB: [2, 4])",C-0463
6-8-3,주철제･강관제 버터플라이 제수밸브 부설 및 접합,PASS,2,27,1,2,27,100.0,,,C-0464
6-8-4,부단수 할정자관 부설 및 접합,PASS,3,20,1,3,20,100.0,,,C-0465
6-8-5,부단수 천공 분기점 분기,PASS,3,26,2,3,26,100.0,,,"C-0466-A, C-0466-B"
6-8-7,플랜지 조인트 접합,INFO,1,25,3,2,25,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {6} (MD: [6], DB: [5])","C-0468-A, C-0468-B, C-0468-C"
7-1-5,아스팔트싱글 설치,INFO,5,13,1,9,13,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {7} (MD: [2, 3, 4, 7], DB: [2, 3, 4])",C-0857
7-4-3,강재트러스 지지공법,PASS,6,29,1,5,29,100.0,,,C-NEW-0038
7-4-7,매립설계수량,PASS,1,3,1,1,3,100.0,,,C-0488
8-1-4,인서트(Insert) 설치,PASS,8,10,1,7,10,100.0,,,C-0254
8-2-11,스테이빌라이저(노상안정기),PASS,1,5,1,1,5,100.0,,,C-0269
8-2-18,콘크리트 배치플랜트(강제 혼합식),PASS,1,2,1,1,2,100.0,,,C-0276
8-2-25,진동파일해머(워터제트 병용 압입공),PASS,7,41,3,7,41,100.0,,,"C-0283-A, C-0283-B, C-0283-C"
8-2-28,터널전단면 굴착기(TBM),INFO,4,5,1,4,5,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {6, 7} (MD: [3, 6, 7], DB: [3, 4, 5])",C-0286
8-2-32,이동식 임목파쇄기,PASS,3,3,1,3,3,100.0,,,C-0290
8-4-6,[50]골재생산기계 등,PASS,2,32,2,3,32,100.0,,,"C-0308-A, C-0308-B"
8-4-7,[60]기초공사용 기계,PASS,2,30,3,3,30,100.0,,,"C-0309-A, C-0309-B, C-0309-C"
8-4-8,[70]기타기계,PASS,2,54,5,5,54,100.0,,,"C-0310-A, C-0310-B, C-0310-C, C-0310-D, C-0310-E"
8-4-9,[90]해상기계,INFO,7,28,4,7,28,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {17, 10, 6, 15} (MD: [6, 9, 10, 13, 14, 15, 17], DB: [5, 8, 9, 12, 13, 14, 16])","C-0311-A, C-0311-B, C-0311-C, C-0311-D"
8-5-2,[10]다짐기계,PASS,1,32,1,1,32,100.0,,,C-0314
8-5-3,[20]운반 및 하역기계,PASS,2,74,3,3,74,100.0,,,"C-0315-A, C-0315-B, C-0315-C"
8-5-4,[30]포장기계,PASS,1,27,1,1,27,100.0,,,C-0316
8-5-5,[40]콘크리트기계,PASS,1,33,1,1,33,100.0,,,C-0317
8-5-7,[60]기초공사용기계,PASS,3,71,2,3,71,100.0,,,"C-0319-A, C-0319-B"
8-5-8,[70]기타기계,PASS,4,110,3,4,110,100.0,,,"C-0320-A, C-0320-B, C-0320-C"
8-6-2,건타입 오일버너,PASS,2,8,1,2,8,100.0,,,C-0887
9-10-2,축척변경 측량(도해지역에서 수치지역으로),PASS,6,30,8,6,30,100.0,,,"C-0557-a, C-0557-b, C-0557-c, C-0557-d, C-0602-a, C-0602-b, C-0602-c, C-0602-d"
9-12-1,예정지적좌표도 작성업무,PASS,2,14,2,2,14,100.0,,,"C-0562, C-0607"
9-16-1,도시계획선명시 측량(도해),PASS,12,34,2,12,34,100.0,,,"C-0573, C-0618"
9-17-1,자동제도(좌표독취),INFO,4,20,4,6,20,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {14} (MD: [3, 14], DB: [3, 11])","C-0621-B, C-0576-B, C-0576-A, C-0621-A"
9-17-5,조서작성,INFO,1,5,1,1,5,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {14} (MD: [14], DB: [11])",C-0001
9-6-3,지적기준점현황조사,INFO,4,32,4,4,32,100.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {14} (MD: [14], DB: [12])","C-0543-A, C-0543-B, C-0588-A, C-0588-B"
13-6-2,발전기 설치,PASS,8,121,6,9,122,100.8,,,"C-0982-A, C-0982-B, C-0982-C, C-0982-D, C-0982-E, C-0982-F"
13-6-8,Spiral Casing 설치,PASS,4,87,4,5,88,101.1,,,"C-0988-A, C-0988-B, C-0988-C, C-0988-D"
9-4-3,디지털 도로대장 작성,INFO,18,75,8,18,76,101.3,COL_MISMATCH,"원본에만 있는 컬럼 수: {8} (MD: [3, 4, 6, 7, 8], DB: [3, 4, 6, 7])","C-0528-B, C-0528-F, C-0528-A-b, C-0528-A-a, C-0528-E, C-0528-C, C-0528-D, C-0528-G"
13-6-12,Roller Gate Guide Metal 설치,PASS,4,65,3,5,66,101.5,,,"C-0992-A, C-0992-B, C-0992-C"
13-6-9,Steel Penstock 제작,PASS,4,63,3,4,64,101.6,,,"C-0989-A, C-0989-B, C-0989-C"
13-11-3,Batcher Plant 설치,PASS,5,50,2,5,51,102.0,,,"C-1036-A, C-1036-B"
3-2-2,기계굴착의 능력,INFO,8,47,7,11,48,102.1,COL_MISMATCH,"원본에만 있는 컬럼 수: {10} (MD: [2, 3, 4, 7, 10], DB: [2, 3, 4, 6, 7])","C-0122, C-0390, C-0656, C-0823-A, C-0823-B, C-0823-C, C-1136"
8-2-12,크러셔,INFO,14,142,21,22,145,102.1,COL_MISMATCH,"원본에만 있는 컬럼 수: {16, 12, 20, 7} (MD: [3, 4, 6, 7, 10, 12, 15, 16, 20], DB: [3, 4, 6, 9, 10, 14, 15])","C-0270-H, C-0270-I, C-0270-F, C-0270-G, C-0270-A-a, C-0270-A-b, C-0270-A-c, C-0270-A-d, C-0270-A-e, C-0270-A-f, C-0270-A-g, C-0270-A-h, C-0270-B, C-0270-C, C-0270-D, C-0270-E, C-0270-J, C-0270-K, C-0270-L, C-0270-M, C-0270-N"
8-2-3,굴착기,INFO,8,42,7,9,43,102.4,COL_MISMATCH,"원본에만 있는 컬럼 수: {8, 9, 28, 5} (MD: [2, 3, 5, 8, 9, 28], DB: [2, 3, 4, 6, 7])","C-0261-A-a, C-0261-A-b, C-0261-A-c, C-0261-B, C-0495, C-0735, C-0872"
3-2-3,흙깎기(기계),INFO,7,26,4,9,27,103.8,COL_MISMATCH,"원본에만 있는 컬럼 수: {11, 4, 12, 6} (MD: [3, 4, 6, 11, 12], DB: [3, 5, 9, 10])","C-0123, C-0391, C-0657, C-1137"
6-8-6,부단수 천공 새들분수전 분기점 분기,INFO,3,25,3,4,26,104.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {5} (MD: [3, 5], DB: [3, 4])","C-0467-A, C-0467-B, C-0467-C"
8-2-5,로더,INFO,9,24,8,8,25,104.2,COL_MISMATCH,"원본에만 있는 컬럼 수: {9, 10} (MD: [2, 4, 5, 7, 9, 10], DB: [2, 4, 5, 7])","C-0263-A-a, C-0263-A-b, C-0263-A-c, C-0263-A-d, C-0263-A-e, C-0263-B, C-0497, C-0874"
13-5-8,터빈 설치,INFO,3,70,5,5,73,104.3,COL_MISMATCH,"원본에만 있는 컬럼 수: {12} (MD: [12], DB: [11])","C-0973-A, C-0973-B, C-0973-C, C-0973-D, C-0973-E"
13-5-9,발전기 설치,INFO,3,46,3,4,48,104.3,COL_MISMATCH,"원본에만 있는 컬럼 수: {12} (MD: [4, 12], DB: [4, 11])","C-0974-A, C-0974-B, C-0974-C"
1-4-1,인력식 소규모장비 포설,PASS,3,17,3,5,18,105.9,,,"C-0334, C-0640, C-0798"
2-1-2,현장사무소 등의 규모(건축 및 기계설비),PASS,12,66,10,15,70,106.1,,,"C-0044-A-a, C-0044-A-b, C-0044-A-c, C-0044-A-d, C-0044-B, C-0044-C, C-0377, C-0645, C-0809, C-1069"
13-2-6,응력제거,INFO,8,48,6,8,51,106.2,COL_MISMATCH,"원본에만 있는 컬럼 수: {10, 13, 7} (MD: [5, 7, 10, 12, 13, 14], DB: [5, 6, 9, 11, 12, 14])","C-0958-A-a, C-0958-A-b, C-0958-A-c, C-0958-A-d, C-0958-B, C-0958-C"
4-3-2,기초앵커 설치,PASS,9,31,4,4,33,106.5,,,"C-0173, C-0407, C-0667, C-1162"
1-9-1,방음벽 설치,INFO,4,15,2,4,16,106.7,COL_MISMATCH,"원본에만 있는 컬럼 수: {10, 11, 7} (MD: [4, 7, 10, 11], DB: [4, 6, 8, 9])","C-0372-A, C-0372-B"
7-4-5,펌프준설 매립시의 유보율 등,INFO,5,15,1,5,16,106.7,COL_MISMATCH,"원본에만 있는 컬럼 수: {8} (MD: [2, 3, 6, 8], DB: [2, 3, 5, 6])",C-0486
1-5-3,아스팔트 기층 기계포설(소형장비),INFO,2,14,3,2,15,107.1,COL_MISMATCH,"원본에만 있는 컬럼 수: {8} (MD: [5, 8], DB: [5, 6])","C-0035, C-0340, C-0803"
8-2-1,불도저,INFO,8,41,4,12,44,107.3,COL_MISMATCH,"원본에만 있는 컬럼 수: {17} (MD: [3, 4, 9, 11, 17], DB: [3, 4, 5, 7, 9, 11])","C-0259, C-0493, C-0734, C-0870"
13-2-3,강관용접,INFO,7,96,11,12,104,108.3,COL_MISMATCH,"원본에만 있는 컬럼 수: {28, 21, 30} (MD: [3, 21, 28, 30], DB: [3, 9, 10, 11])","C-0955-F, C-0955-A, C-0955-B, C-0955-C, C-0955-D, C-0955-E, C-0955-G, C-0955-H, C-0955-I, C-0955-J, C-0955-K"
2-11-2,건축물 현장정리,PASS,6,12,1,7,13,108.3,,,C-0107
8-2-13,대형브레이커,INFO,4,12,1,4,13,108.3,COL_MISMATCH,"원본에만 있는 컬럼 수: {12} (MD: [3, 12], DB: [3, 11])",C-0271
9-17-4,도면작성,INFO,10,24,4,10,26,108.3,COL_MISMATCH,"원본에만 있는 컬럼 수: {4, 5, 14} (MD: [3, 4, 5, 14], DB: [3, 8, 11])","C-0578-A, C-0623-B, C-0578-B, C-0623-A"
9-4-2,수도노선측량,INFO,4,24,3,6,26,108.3,COL_MISMATCH,"원본에만 있는 컬럼 수: {10} (MD: [4, 5, 10, 20], DB: [3, 4, 5, 6, 7, 20])","C-0527-A, C-0527-B, C-0898"
8-2-8,덤프트럭,INFO,10,35,3,10,38,108.6,COL_MISMATCH,"원본에만 있는 컬럼 수: {8, 1, 5} (MD: [1, 2, 3, 4, 5, 8], DB: [2, 3, 4])","C-0266-A, C-0266-B, C-0266-C"
5-1-2,H-Beam 설치,INFO,16,44,5,15,48,109.1,COL_MISMATCH,"원본에만 있는 컬럼 수: {11, 16, 3, 7} (MD: [2, 3, 4, 5, 6, 7, 8, 11, 16], DB: [2, 4, 5, 6, 8])","C-0185-B, C-0185-A, C-0425-A, C-0425-B, C-0840"
5-1-6,복공판 설치,INFO,4,11,1,4,12,109.1,COL_MISMATCH,"원본에만 있는 컬럼 수: {6} (MD: [3, 5, 6], DB: [3, 5])",C-0189
6-4-3,방수모르타르 바름,PASS,5,11,1,6,12,109.1,,,C-0711
9-3-5,용지측량,INFO,4,22,4,5,24,109.1,COL_MISMATCH,"원본에만 있는 컬럼 수: {16, 21} (MD: [4, 5, 16, 21], DB: [4, 5, 10, 18])","C-0524-C, C-0524-A, C-0524-D, C-0524-B"
13-2-5,예열(Electric Resistance Heating),INFO,3,21,3,4,23,109.5,COL_MISMATCH,"원본에만 있는 컬럼 수: {24, 9, 12} (MD: [9, 12, 24], DB: [8, 11, 17])","C-0957-B, C-0957-C, C-0957-A"
7-1-2,예인선 조합,INFO,3,10,3,6,11,110.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {7} (MD: [3, 7], DB: [2, 3, 5, 6])","C-0244, C-0720, C-0854"
8-1-6,천장점검구 설치,INFO,9,10,2,9,11,110.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {5} (MD: [3, 4, 5], DB: [3, 4])","C-0256, C-0732"
7-3-4,소파블록 거치,PASS,7,19,2,8,21,110.5,,,"C-0482, C-0864"
2-3-2,ALC패널 설치,INFO,3,18,4,4,20,111.1,COL_MISMATCH,"원본에만 있는 컬럼 수: {7} (MD: [5, 7], DB: [4, 5, 6])","C-0054, C-0383, C-0652, C-1115"
2-6-2,"강관 동바리 설치 및 해체(건축, 기계설비)",INFO,9,16,1,9,18,112.5,COL_MISMATCH,"원본에만 있는 컬럼 수: {5, 6} (MD: [4, 5, 6], DB: [4, 14])",C-0067
8-2-33,하천골재채취선,INFO,7,16,1,7,18,112.5,COL_MISMATCH,"원본에만 있는 컬럼 수: {8} (MD: [4, 5, 8, 9], DB: [4, 5, 9])",C-0291
1-5-7,아스팔트 표층 기계포설(대형장비),INFO,2,15,2,2,17,113.3,COL_MISMATCH,"원본에만 있는 컬럼 수: {5, 7} (MD: [5, 7], DB: [3, 6])","C-0039, C-0344"
2-4-3,관세관(스크레이퍼+워터젯트 병행 방법),PASS,2,15,3,3,17,113.3,,,"C-0058, C-1118-A, C-1118-B"
8-3-1,[00]토공기계,INFO,22,87,16,26,99,113.8,COL_MISMATCH,"원본에만 있는 컬럼 수: {24, 12} (MD: [3, 4, 11, 12, 24], DB: [3, 4, 8, 11])","C-0292-A, C-0292-F, C-0292-C, C-0292-B, C-0292-E, C-0292-D, C-0292-G, C-0292-J, C-0292-K, C-0292-L, C-0292-H, C-0292-I, C-0292-M, C-0501, C-0738, C-0875"
1-2-12,예초,PASS,10,19,1,9,22,115.8,,,C-1053
8-2-7,모터 그레이더,PASS,4,19,3,4,22,115.8,,,"C-0265-B, C-0265-A, C-0499"
7-3-3,바닥배수구 설치,PASS,4,12,1,5,14,116.7,,,C-0863
8-2-23,유압 파일 해머,INFO,16,28,16,16,33,117.9,COL_MISMATCH,"원본에만 있는 컬럼 수: {9} (MD: [3, 4, 5, 6, 7, 9], DB: [3, 4, 5, 6, 7])","C-0281-A-i, C-0281-A-j, C-0281-A-g, C-0281-A-a, C-0281-A-b, C-0281-A-c, C-0281-A-d, C-0281-A-e, C-0281-A-f, C-0281-A-k, C-0281-A-h, C-0281-A-l, C-0281-A-m, C-0281-A-n, C-0281-A-o, C-0281-B"
10-1-3,알루미늄창호 설치,INFO,6,11,1,5,13,118.2,COL_MISMATCH,"원본에만 있는 컬럼 수: {9} (MD: [3, 7, 8, 9], DB: [3, 7, 8])",C-0753
2-1-4,"아스팔트 포장 절삭 후 아스팔트 덧씌우기(1회 절삭, 2회 포장)",INFO,3,16,2,5,19,118.8,COL_MISMATCH,"원본에만 있는 컬럼 수: {9} (MD: [2, 9], DB: [2, 4, 5, 7])","C-0647, C-1071"
2-2-5,레일교환(기계),INFO,2,15,4,3,18,120.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {6, 23} (MD: [6, 23], DB: [5, 7])","C-0049-A, C-0049-B, C-0049-C, C-1104"
8-2-2,리퍼(유압식),INFO,8,25,7,7,30,120.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {10, 3} (MD: [3, 4, 8, 10], DB: [4, 6, 8, 18])","C-0260, C-0871-B, C-0494, C-0871-C, C-0871-A, C-0871-D, C-0871-E"
9-1-5,4급 기준점 측량,INFO,6,20,4,8,24,120.0,COL_MISMATCH,"원본에만 있는 컬럼 수: {16} (MD: [3, 4, 7, 8, 16], DB: [3, 4, 7, 8, 13])","C-0512-B, C-0512-A, C-0512-C, C-0744"
9-5-9,정밀도로지도 구축,PASS,8,44,2,7,53,120.5,,,"C-0538, C-0583"
8-3-2,[10]다짐기계,PASS,14,57,8,18,69,121.1,,,"C-0293-D, C-0293-F, C-0293-A, C-0293-E, C-0293-B, C-0293-C, C-0502, C-0876"
3-7-4,절토사면 녹화,INFO,12,42,2,17,51,121.4,COL_MISMATCH,"원본에만 있는 컬럼 수: {10} (MD: [4, 5, 6, 10], DB: [4, 5, 6, 14])","C-0150-B, C-0150-A"
4-1-5,거적덮기,INFO,3,9,2,4,11,122.2,COL_MISMATCH,"원본에만 있는 컬럼 수: {7} (MD: [4, 7], DB: [4, 6])","C-0167, C-1155"
8-4-2,[10]다짐기계,INFO,7,79,7,14,97,122.8,COL_MISMATCH,"원본에만 있는 컬럼 수: {9, 10, 13} (MD: [6, 8, 9, 10, 13], DB: [3, 5, 6, 7, 8, 11])","C-0304-A, C-0304-B, C-0304-C, C-0304-D, C-0505-A, C-0505-B, C-0884"
1-5-5,아스팔트 표층 소규모포설,INFO,2,13,2,2,16,123.1,COL_MISMATCH,"원본에만 있는 컬럼 수: {12} (MD: [5, 12], DB: [5, 9])","C-0037, C-0342"
4-4-2,신축이음매 부설,PASS,3,13,2,4,16,123.1,,,"C-0411, C-0179"
4-5-3,장대레일 설정,PASS,4,13,1,4,16,123.1,,,C-0415
6-7-2,파형강관 부설 및 접합,PASS,3,13,2,4,16,123.1,,,"C-0235, C-0457"
2-1-9,소파보수(포장복구),INFO,7,17,2,7,21,123.5,COL_MISMATCH,"원본에만 있는 컬럼 수: {8, 16, 12} (MD: [3, 6, 8, 12, 16], DB: [3, 6, 9])","C-1076-B, C-1076-A"
8-1-2,공사규모별 표준건설기계,PASS,6,34,2,7,42,123.5,,,"C-0252, C-0867"
5-2-1,매트부설,PASS,9,38,3,12,47,123.7,,,"C-0191, C-0428, C-0842"
10-4-2,외벽 패널 설치,PASS,6,8,1,5,10,125.0,,,C-0909
