section_id,title,status,md_tables,md_rows,db_tables,db_rows,coverage_pct,issue_types,details
1-2-2,단위표준,WARN,15,98,4,58,59.2,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 98행 vs DB 58행 (coverage 59.2%) | 원본 15개 vs DB 4개 테이블
5-3-5,현장타설말뚝,WARN,35,94,19,56,59.6,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 94행 vs DB 56행 (coverage 59.6%) | 원본 35개 vs DB 19개 테이블
2-3-3,블록 붙이기(기계),WARN,2,5,1,3,60.0,ROW_PARTIAL,원본 5행 vs DB 3행 (coverage 60.0%)
2-5-4,평･귀규준틀 설치 및 철거,WARN,2,5,1,3,60.0,ROW_PARTIAL,원본 5행 vs DB 3행 (coverage 60.0%)
3-4-5,타일 교체,WARN,7,10,1,6,60.0,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 10행 vs DB 6행 (coverage 60.0%) | 원본 7개 vs DB 1개 테이블
8-4-1,[00]토공기계,WARN,9,96,4,58,60.4,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 96행 vs DB 58행 (coverage 60.4%) | 원본 9개 vs DB 4개 테이블
13-1-7,장거리 배관,WARN,2,21,1,13,61.9,ROW_PARTIAL,원본 21행 vs DB 13행 (coverage 61.9%)
5-1-5,어스앵커 공법,WARN,9,32,6,20,62.5,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 32행 vs DB 20행 (coverage 62.5%) | 원본 9개 vs DB 6개 테이블
8-2-5,로더,WARN,9,24,5,15,62.5,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 24행 vs DB 15행 (coverage 62.5%) | 원본 9개 vs DB 5개 테이블
8-3-2,[10]다짐기계,WARN,14,57,8,36,63.2,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 57행 vs DB 36행 (coverage 63.2%) | 원본 14개 vs DB 8개 테이블
2-4-12,주철관 철거,WARN,2,11,1,7,63.6,ROW_PARTIAL,원본 11행 vs DB 7행 (coverage 63.6%)
13-4-1,보통 철골재,WARN,3,17,2,11,64.7,ROW_PARTIAL,원본 17행 vs DB 11행 (coverage 64.7%)
5-2-2,고압분사 주입공법,WARN,18,40,8,26,65.0,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 40행 vs DB 26행 (coverage 65.0%) | 원본 18개 vs DB 8개 테이블
2-1-8,소파보수(표층),WARN,10,26,9,17,65.4,ROW_PARTIAL,원본 26행 vs DB 17행 (coverage 65.4%)
1-4-3,작업지연,WARN,8,30,4,20,66.7,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 30행 vs DB 20행 (coverage 66.7%) | 원본 8개 vs DB 4개 테이블
1-5-7,아스팔트 표층 기계포설(대형장비),WARN,2,15,1,10,66.7,ROW_PARTIAL,원본 15행 vs DB 10행 (coverage 66.7%)
13-11-2,Cooling Tower 설치,WARN,3,21,2,14,66.7,ROW_PARTIAL,원본 21행 vs DB 14행 (coverage 66.7%)
13-8-4,반건식 반응탑 설치,WARN,2,21,1,14,66.7,ROW_PARTIAL,원본 21행 vs DB 14행 (coverage 66.7%)
5-3-1,기성말뚝 기초,WARN,23,75,15,51,68.0,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 75행 vs DB 51행 (coverage 68.0%) | 원본 23개 vs DB 15개 테이블
6-1-4,콘크리트 펌프차 타설,WARN,11,22,8,15,68.2,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 22행 vs DB 15행 (coverage 68.2%) | 원본 11개 vs DB 8개 테이블
5-3-3,말뚝두부정리(강관),WARN,8,19,5,13,68.4,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 19행 vs DB 13행 (coverage 68.4%) | 원본 8개 vs DB 5개 테이블
13-9-2,모노레일 설치,WARN,5,10,2,7,70.0,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 10행 vs DB 7행 (coverage 70.0%) | 원본 5개 vs DB 2개 테이블
2-1-22,교통 안전표지판 교체,WARN,4,10,3,7,70.0,ROW_PARTIAL,원본 10행 vs DB 7행 (coverage 70.0%)
6-6-7,프리캐스트 콘크리트 패널 설치,WARN,2,14,1,10,71.4,ROW_PARTIAL,원본 14행 vs DB 10행 (coverage 71.4%)
9-3-2,하천측량,WARN,7,49,7,35,71.4,ROW_PARTIAL,원본 49행 vs DB 35행 (coverage 71.4%)
13-7-14,혼선로 및 전로 본체 조립 설치,WARN,5,18,2,13,72.2,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 18행 vs DB 13행 (coverage 72.2%) | 원본 5개 vs DB 2개 테이블
2-2-12,도상갱환,WARN,4,11,4,8,72.7,ROW_PARTIAL,원본 11행 vs DB 8행 (coverage 72.7%)
1-2-4,재료 및 자재의 단가,WARN,8,89,6,65,73.0,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 89행 vs DB 65행 (coverage 73.0%) | 원본 8개 vs DB 6개 테이블
1-2-7,운반,WARN,12,53,7,39,73.6,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 53행 vs DB 39행 (coverage 73.6%) | 원본 12개 vs DB 7개 테이블
12-1-2,플랜트 계기 설치,WARN,3,64,3,48,75.0,ROW_PARTIAL,원본 64행 vs DB 48행 (coverage 75.0%)
8-3-5,[40]콘크리트기계,WARN,15,45,11,34,75.6,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 45행 vs DB 34행 (coverage 75.6%) | 원본 15개 vs DB 11개 테이블
1-5-5,아스팔트 표층 소규모포설,WARN,2,13,1,10,76.9,ROW_PARTIAL,원본 13행 vs DB 10행 (coverage 76.9%)
4-2-5,레인지후드 설치,WARN,7,9,5,7,77.8,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 9행 vs DB 7행 (coverage 77.8%) | 원본 7개 vs DB 5개 테이블
6-1-3,방수층보호재 붙임,WARN,7,9,3,7,77.8,ROW_PARTIAL;TABLE_COUNT_DIFF,원본 9행 vs DB 7행 (coverage 77.8%) | 원본 7개 vs DB 3개 테이블
9-7-2,신규등록측량(수치),WARN,8,37,8,29,78.4,ROW_PARTIAL,원본 37행 vs DB 29행 (coverage 78.4%)
9-3-1,지형현황,WARN,16,67,16,53,79.1,ROW_PARTIAL,원본 67행 vs DB 53행 (coverage 79.1%)
13-5-2,보일러 드럼 설치,WARN,7,63,10,50,79.4,ROW_PARTIAL,원본 63행 vs DB 50행 (coverage 79.4%)
2-2-5,레일교환(기계),INFO,2,15,2,12,80.0,ROW_MINOR_DIFF,원본 15행 vs DB 12행 (coverage 80.0%)
8-2-19,콘크리트 운반,INFO,2,5,2,4,80.0,ROW_MINOR_DIFF,원본 5행 vs DB 4행 (coverage 80.0%)
8-5-1,[00]토공기계,WARN,10,100,4,80,80.0,ROW_MINOR_DIFF;TABLE_COUNT_DIFF,원본 100행 vs DB 80행 (coverage 80.0%) | 원본 10개 vs DB 4개 테이블
1-3-1,재료의 할증,WARN,27,202,24,162,80.2,ROW_MINOR_DIFF;TABLE_COUNT_DIFF,원본 202행 vs DB 162행 (coverage 80.2%) | 원본 27개 vs DB 24개 테이블
6-8-1,주철제 게이트 제수밸브 부설 및 접합,INFO,2,26,1,21,80.8,ROW_MINOR_DIFF,원본 26행 vs DB 21행 (coverage 80.8%)
5-4-1,차수재공,INFO,7,27,6,22,81.5,ROW_MINOR_DIFF,원본 27행 vs DB 22행 (coverage 81.5%)
13-4-3,STORAGE TANK,WARN,14,77,10,64,83.1,ROW_MINOR_DIFF;TABLE_COUNT_DIFF,원본 77행 vs DB 64행 (coverage 83.1%) | 원본 14개 vs DB 10개 테이블
10-4-3,코킹,INFO,5,6,5,5,83.3,ROW_MINOR_DIFF,원본 6행 vs DB 5행 (coverage 83.3%)
13-11-5,공사별 설치 소모자재[참고],INFO,3,48,4,40,83.3,ROW_MINOR_DIFF,원본 48행 vs DB 40행 (coverage 83.3%)
1-3-8,교량받침 교체,INFO,4,37,7,31,83.8,ROW_MINOR_DIFF,원본 37행 vs DB 31행 (coverage 83.8%)
3-9-2,뿌리뽑기,INFO,3,20,2,17,85.0,ROW_MINOR_DIFF,원본 20행 vs DB 17행 (coverage 85.0%)
9-5-1,항공사진촬영,INFO,15,103,16,88,85.4,ROW_MINOR_DIFF,원본 103행 vs DB 88행 (coverage 85.4%)
1-4-7,작업환경,INFO,6,14,6,12,85.7,ROW_MINOR_DIFF,원본 14행 vs DB 12행 (coverage 85.7%)
2-1-15,차선도색,INFO,9,28,8,24,85.7,ROW_MINOR_DIFF,원본 28행 vs DB 24행 (coverage 85.7%)
9-13-1,지적재조사측량,INFO,4,42,8,36,85.7,ROW_MINOR_DIFF,원본 42행 vs DB 36행 (coverage 85.7%)
9-5-5,건물 및 지상물체 항공사진 ｢판독작업｣,INFO,12,14,12,12,85.7,ROW_MINOR_DIFF,원본 14행 vs DB 12행 (coverage 85.7%)
1-4-4,지세/지형,INFO,9,44,9,39,88.6,ROW_MINOR_DIFF,원본 44행 vs DB 39행 (coverage 88.6%)
8-2-14,압쇄기(콘크리트 소할용),INFO,5,9,5,8,88.9,ROW_MINOR_DIFF,원본 9행 vs DB 8행 (coverage 88.9%)
7-2-2,찰붙임,INFO,2,10,3,9,90.0,ROW_MINOR_DIFF,원본 10행 vs DB 9행 (coverage 90.0%)
9-2-5,4급 GNSS 높이측량,INFO,6,21,6,19,90.5,ROW_MINOR_DIFF,원본 21행 vs DB 19행 (coverage 90.5%)
2-1-31,보도용 블록 소규모보수,INFO,4,11,4,10,90.9,ROW_MINOR_DIFF,원본 11행 vs DB 10행 (coverage 90.9%)
9-3-4,구획정리 확정측량,INFO,18,95,23,87,91.6,ROW_MINOR_DIFF,원본 95행 vs DB 87행 (coverage 91.6%)
2-1-32,보차도 및 도로경계블록 철거,INFO,2,12,2,11,91.7,ROW_MINOR_DIFF,원본 12행 vs DB 11행 (coverage 91.7%)
4-5-1,가스압접,INFO,2,12,2,11,91.7,ROW_MINOR_DIFF,원본 12행 vs DB 11행 (coverage 91.7%)
8-2-26,유압식 압입 인발기(유압식 압입 인발공),INFO,6,12,6,11,91.7,ROW_MINOR_DIFF,원본 12행 vs DB 11행 (coverage 91.7%)
9-7-3,토지구획정리 신규등록 측량(수치),INFO,6,48,8,44,91.7,ROW_MINOR_DIFF,원본 48행 vs DB 44행 (coverage 91.7%)
9-7-4,경지구획정리 신규등록 측량(수치),INFO,4,36,6,33,91.7,ROW_MINOR_DIFF,원본 36행 vs DB 33행 (coverage 91.7%)
3-1-1,일반마감 배관보온,INFO,1,14,2,13,92.9,ROW_MINOR_DIFF,원본 14행 vs DB 13행 (coverage 92.9%)
9-9-2,분할측량(수치),INFO,10,43,10,40,93.0,ROW_MINOR_DIFF,원본 43행 vs DB 40행 (coverage 93.0%)
9-11-2,경지구획정리 지적확정측량,INFO,8,58,10,54,93.1,ROW_MINOR_DIFF,원본 58행 vs DB 54행 (coverage 93.1%)
1-2-20,가로수 제거,INFO,2,15,2,14,93.3,ROW_MINOR_DIFF,원본 15행 vs DB 14행 (coverage 93.3%)
9-7-1,신규등록측량(도해),INFO,15,46,15,43,93.5,ROW_MINOR_DIFF,원본 46행 vs DB 43행 (coverage 93.5%)
1-7-2,보도용 블록 설치(대형),INFO,4,16,4,15,93.8,ROW_MINOR_DIFF,원본 16행 vs DB 15행 (coverage 93.8%)
9-2-4,3급 GNSS 높이측량,INFO,3,16,3,15,93.8,ROW_MINOR_DIFF,원본 16행 vs DB 15행 (coverage 93.8%)
9-8-2,등록전환 측량(수치),INFO,8,32,8,30,93.8,ROW_MINOR_DIFF,원본 32행 vs DB 30행 (coverage 93.8%)
6-3-9,지수판 설치,INFO,6,17,6,16,94.1,ROW_MINOR_DIFF,원본 17행 vs DB 16행 (coverage 94.1%)
8-2-24,진동파일 해머,INFO,21,52,22,49,94.2,ROW_MINOR_DIFF,원본 52행 vs DB 49행 (coverage 94.2%)
8-4-3,[20]운반 및 하역기계,INFO,3,69,5,65,94.2,ROW_MINOR_DIFF,원본 69행 vs DB 65행 (coverage 94.2%)
9-10-1,축척변경 측량(도해지역에서 도해지역으로),INFO,12,35,12,33,94.3,ROW_MINOR_DIFF,원본 35행 vs DB 33행 (coverage 94.3%)
2-1-30,보도용 블록 재설치(대형),INFO,4,18,4,17,94.4,ROW_MINOR_DIFF,원본 18행 vs DB 17행 (coverage 94.4%)
1-4-5,위험,PASS,4,20,4,19,95.0,,
9-15-3,지적불부합지조사 측량(도해),PASS,10,40,10,38,95.0,,
9-2-1,기본 수준측량,PASS,3,42,6,40,95.2,,
13-6-6,Stop-Log 설치,PASS,3,22,3,21,95.5,,
9-11-1,토지구획정리 지적확정측량,PASS,8,68,10,65,95.6,,
13-10-4,천장크레인 레일설치,PASS,3,24,3,23,95.8,,
9-4-2,수도노선측량,PASS,4,24,4,23,95.8,,
13-6-15,Trash Rack 제작,PASS,4,25,4,24,96.0,,
9-15-1,지적현황 측량(도해),PASS,16,50,17,48,96.0,,
10-8-1,소화약제 소화설비설치,PASS,1,27,2,26,96.3,,
9-14-2,경계복원 측량(수치),PASS,8,31,8,30,96.8,,
9-15-2,지적현황 측량(수치),PASS,8,33,8,32,97.0,,
9-8-1,등록전환 측량(도해),PASS,11,42,11,41,97.6,,
9-14-1,경계복원 측량(도해),PASS,18,48,18,47,97.9,,
9-16-2,도시계획선명시 측량(수치),PASS,15,50,15,49,98.0,,
8-2-9,롤러,PASS,5,56,6,55,98.2,,
13-6-1,수차 설치,PASS,5,93,6,92,98.9,,
1-2-3,토질,PASS,3,34,3,34,100.0,,
1-2-8,작업조 구성 및 적용,PASS,2,16,3,16,100.0,,
1-3-10,플륨관 해체,PASS,1,3,1,3,100.0,,
1-3-9,교량신축이음 교체,PASS,1,24,3,24,100.0,,
1-9-4,낙석방지망 설치,PASS,7,20,7,20,100.0,,
12-3-3,콘솔(Console) 설치,PASS,6,10,6,10,100.0,,
13-1-3,밸브 취부,PASS,2,16,6,16,100.0,,
13-1-4,Fitting 취부,PASS,2,23,6,23,100.0,,
13-1-5,Flange 취부,PASS,5,62,20,62,100.0,,
13-10-2,OVER HEAD CRANE 설치,PASS,4,28,4,28,100.0,,
13-10-3,GANTRY CRANE 설치,PASS,7,54,7,54,100.0,,
13-2-1,강관절단,PASS,2,24,3,24,100.0,,
13-2-2,강판절단,PASS,2,27,2,27,100.0,,
13-3-1,pipe보온,PASS,1,7,1,7,100.0,,
13-3-2,기기보온,PASS,2,19,2,19,100.0,,
13-5-1,보일러 설치,PASS,3,49,5,49,100.0,,
13-5-10,복수기 설치,PASS,3,29,3,29,100.0,,
13-5-11,왕복압축기 설치,PASS,1,15,2,15,100.0,,
13-5-12,펌프 설치,PASS,2,25,2,25,100.0,,
13-5-13,Boiler Feed Pump 설치,PASS,4,28,4,28,100.0,,
13-5-14,Heater 및 Tank 설치,PASS,2,38,4,38,100.0,,
13-5-6,Soot Blower,PASS,3,28,3,28,100.0,,
13-5-7,Fan 설치,PASS,1,19,2,19,100.0,,
13-6-10,Steel Penstock 현장설치,PASS,1,36,2,36,100.0,,
13-6-11,Roller Gate Guide Metal 제작,PASS,2,27,2,27,100.0,,
13-6-13,Tainter Gate Guide Metal 제작,PASS,2,26,2,26,100.0,,
13-6-14,Tainter Gate Guide Metal 설치,PASS,2,27,2,27,100.0,,
13-6-16,Trash Rack 설치,PASS,5,62,5,62,100.0,,
13-6-17,Tainter Gate Anchorage 제관,PASS,2,31,2,31,100.0,,
13-6-3,수문 제작,PASS,7,94,7,94,100.0,,
13-6-4,수문 설치,PASS,6,68,6,68,100.0,,
13-6-5,Stop-Log 제작,PASS,5,61,5,61,100.0,,
13-6-7,수문 Hoist 설치,PASS,6,52,6,52,100.0,,
13-7-16,가열로 본체 및 Recuperator실 조립설치,PASS,2,17,2,17,100.0,,
13-7-21,전기집진기 설치(Electric Precipitator),PASS,1,19,1,19,100.0,,
13-8-2,폐열보일러 설치,PASS,1,29,2,29,100.0,,
13-8-5,탈질설비 설치,PASS,5,46,5,46,100.0,,
13-8-6,여과집진기 설치(Bag filter),PASS,2,26,3,26,100.0,,
13-8-7,활성탄･반응조제 및 소석회 공급설비 설치,PASS,2,24,3,24,100.0,,
2-1-10,소파보수(도로복구),PASS,10,21,10,21,100.0,,
2-1-11,맨홀보수,PASS,4,11,5,11,100.0,,
2-12-4,파이프 루프공,PASS,6,35,6,35,100.0,,
2-4-13,원심력철근콘크리트관 철거,PASS,1,15,1,15,100.0,,
3-1-5,석축 헐기(인력),PASS,1,4,1,4,100.0,,
3-11-2,머신 컨트롤(MC) 굴착기,PASS,2,6,2,6,100.0,,
3-3-8,암파쇄(유압식 할암공법),PASS,5,17,5,17,100.0,,
3-4-3,터널바닥 암반청소,PASS,1,6,1,6,100.0,,
3-7-5,비탈면 보강공,PASS,4,12,4,12,100.0,,
4-6-10,목침목 탄성체결장치 설치,PASS,1,2,1,2,100.0,,
5-2-4,다짐말뚝,PASS,8,13,8,13,100.0,,
6-2-1,세대용 설치,PASS,3,9,4,9,100.0,,
6-3-6,슬립폼 공법,PASS,4,8,4,8,100.0,,
6-6-2,교량받침 설치(수상),PASS,1,30,3,30,100.0,,
6-8-2,강관제 게이트 제수밸브 부설 및 접합,PASS,4,21,4,21,100.0,,
6-8-3,주철제･강관제 버터플라이 제수밸브 부설 및 접합,PASS,2,27,2,27,100.0,,
6-8-4,부단수 할정자관 부설 및 접합,PASS,3,20,3,20,100.0,,
6-8-5,부단수 천공 분기점 분기,PASS,3,26,3,26,100.0,,
6-8-7,플랜지 조인트 접합,PASS,1,25,2,25,100.0,,
8-2-25,진동파일해머(워터제트 병용 압입공),PASS,7,41,7,41,100.0,,
8-2-28,터널전단면 굴착기(TBM),PASS,4,5,4,5,100.0,,
8-2-32,이동식 임목파쇄기,PASS,3,3,3,3,100.0,,
8-2-6,모터 스크레이퍼,PASS,3,15,3,15,100.0,,
8-3-1,[00]토공기계,PASS,22,87,23,87,100.0,,
8-3-10,[90]해상장비,PASS,9,81,15,81,100.0,,
8-4-6,[50]골재생산기계 등,PASS,2,32,3,32,100.0,,
8-4-7,[60]기초공사용 기계,PASS,2,30,3,30,100.0,,
8-4-8,[70]기타기계,PASS,2,54,5,54,100.0,,
8-4-9,[90]해상기계,PASS,7,28,7,28,100.0,,
8-5-2,[10]다짐기계,PASS,1,32,1,32,100.0,,
8-5-3,[20]운반 및 하역기계,PASS,2,74,3,74,100.0,,
8-5-4,[30]포장기계,PASS,1,27,1,27,100.0,,
8-5-5,[40]콘크리트기계,PASS,1,33,1,33,100.0,,
8-5-6,[50]골재생산기계 등,PASS,2,76,3,76,100.0,,
8-5-7,[60]기초공사용기계,PASS,3,71,3,71,100.0,,
8-5-8,[70]기타기계,PASS,4,110,4,110,100.0,,
9-10-2,축척변경 측량(도해지역에서 수치지역으로),PASS,6,30,6,30,100.0,,
9-12-1,예정지적좌표도 작성업무,PASS,2,14,2,14,100.0,,
9-16-1,도시계획선명시 측량(도해),PASS,12,34,12,34,100.0,,
9-17-1,자동제도(좌표독취),PASS,4,20,6,20,100.0,,
9-17-5,조서작성,PASS,1,5,1,5,100.0,,
9-3-3,택지조성측량,PASS,8,78,8,78,100.0,,
9-5-6,지도제작(기본도),PASS,34,45,34,45,100.0,,
9-5-7,토지이용 현황도 제작,PASS,10,10,10,10,100.0,,
9-6-1,지적삼각측량,PASS,4,40,8,40,100.0,,
9-6-3,지적기준점현황조사,PASS,4,32,4,32,100.0,,
9-9-1,분할측량(도해),PASS,14,42,14,42,100.0,,
9-5-4,수치지도 작성,PASS,207,439,219,441,100.5,,
13-6-2,발전기 설치,PASS,8,121,9,122,100.8,,
13-6-8,Spiral Casing 설치,PASS,4,87,5,88,101.1,,
9-4-3,디지털 도로대장 작성,PASS,18,75,18,76,101.3,,
13-6-12,Roller Gate Guide Metal 설치,PASS,4,65,5,66,101.5,,
13-6-9,Steel Penstock 제작,PASS,4,63,4,64,101.6,,
13-1-8,이중보온관 설치,PASS,5,59,9,60,101.7,,
13-1-2,관만곡(Pipe Bending) 설치,PASS,5,55,18,56,101.8,,
13-11-3,Batcher Plant 설치,PASS,5,50,5,51,102.0,,
8-2-12,크러셔,PASS,14,142,22,145,102.1,,
13-2-7,아세틸렌량의 환산,PASS,5,90,21,92,102.2,,
8-3-6,[50]골재생산기계 등,PASS,30,110,32,114,103.6,,
9-1-3,2급 기준점 측량,PASS,6,28,6,29,103.6,,
6-8-6,부단수 천공 새들분수전 분기점 분기,PASS,3,25,4,26,104.0,,
13-5-8,터빈 설치,PASS,3,70,5,73,104.3,,
13-5-9,발전기 설치,PASS,3,46,4,48,104.3,,
13-8-1,소각로 설치,PASS,3,41,4,43,104.9,,
13-2-6,응력제거,PASS,8,48,8,51,106.2,,
1-9-1,방음벽 설치,PASS,4,15,4,16,106.7,,
7-4-5,펌프준설 매립시의 유보율 등,PASS,5,15,5,16,106.7,,
5-4-9,외벽단열공법,PASS,18,37,18,40,108.1,,
13-2-3,강관용접,PASS,7,96,12,104,108.3,,
8-2-13,대형브레이커,PASS,4,12,4,13,108.3,,
9-17-4,도면작성,PASS,10,24,10,26,108.3,,
8-2-8,덤프트럭,PASS,10,35,10,38,108.6,,
1-2-9,소규모(작업물량 제한),PASS,6,34,6,37,108.8,,
5-1-6,복공판 설치,PASS,4,11,4,12,109.1,,
9-3-5,용지측량,PASS,4,22,5,24,109.1,,
8-2-22,디젤 파일 해머,PASS,11,54,11,59,109.3,,
13-2-5,예열(Electric Resistance Heating),PASS,3,21,4,23,109.5,,
9-6-2,지적도근점측량,PASS,11,57,15,63,110.5,,
9-5-10,무인비행장치 측량,PASS,18,70,29,78,111.4,,
8-3-4,[30]포장기계,PASS,14,34,14,38,111.8,,
8-2-29,펌프식 준설선,PASS,15,82,15,92,112.2,,
2-6-2,"강관 동바리 설치 및 해체(건축, 기계설비)",PASS,9,16,9,18,112.5,,
8-2-33,하천골재채취선,PASS,7,16,7,18,112.5,,
9-1-1,GNSS에 의한 기준점 측량,PASS,2,8,2,9,112.5,,
8-2-30,그래브 준설선,PASS,15,69,15,78,113.0,,
13-1-1,플랜트 배관 설치,PASS,16,220,20,252,114.5,,
8-3-7,[60]기초공사용 기계,PASS,22,67,22,77,114.9,,
9-1-5,4급 기준점 측량,PASS,6,20,7,23,115.0,,
6-4-1,PSC빔 제작,PASS,8,26,8,30,115.4,,
8-3-3,[20]운반 및 하역기계,PASS,18,68,21,79,116.2,,
8-2-23,유압 파일 해머,PASS,16,28,16,33,117.9,,
2-1-9,소파보수(포장복구),PASS,7,17,7,21,123.5,,
1-3-2,용접배관,PASS,2,21,2,26,123.8,,
13-2-4,강판 전기아크용접,WARN,5,53,18,66,124.5,CROSS_TYPE,"chunk C-0956-D에 다른 헤더 유형 혼재: {'한면양면', 'V형_하횡입'}"
13-10-1,OPEN BELT CONVEYOR 설치,PASS,2,8,2,10,125.0,,
4-2-4,수장합판 설치,WARN,7,11,3,14,127.3,TABLE_COUNT_DIFF,원본 7개 vs DB 3개 테이블
8-3-8,[70]기타기계,PASS,47,122,49,156,127.9,,
2-1-1,벽돌 쌓기,PASS,2,7,1,9,128.6,,
8-2-27,수중펌프,PASS,5,8,5,11,137.5,,
8-2-31,쇄암선(중추식),PASS,5,13,5,18,138.5,,
8-3-9,[80]스마트 건설장비,PASS,7,5,7,7,140.0,,
1-6-3,가교화 폴리에틸렌관 접합 및 배관,PASS,2,4,1,6,150.0,,
6-3-10,신축이음(Expansion Joint) 설치,PASS,4,11,4,18,163.6,,
9-2-3,2급 수준측량,PASS,4,19,8,33,173.7,,
8-2-21,경운기,PASS,1,1,1,2,200.0,,
13-5-3,"덕트제작(Air, Gas)",PASS,1,11,3,24,218.2,,
8-2-20,기관차,PASS,3,3,3,7,233.3,,
8-5-10,[90]해상기계,PASS,3,33,3,79,239.4,,
7-3-1,루프드레인 설치,PASS,1,2,7,12,600.0,,
1-1,일반사항,DB_ONLY,0,0,0,0,,,
1-1#2,공통사항,DB_ONLY,0,0,0,0,,,
1-1#3,철골 가공 조립(공장생산),DB_ONLY,0,0,0,0,,,
1-1#4,강관,DB_ONLY,0,0,0,0,,,
1-1#5,토공사,DB_ONLY,0,0,0,0,,,
1-1-1,비탈면 보강공,FAIL,5,11,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 11행 vs DB 0행 (coverage 0.0%) | 원본에 5개 테이블이 있지만 DB에 0개
1-1-1#2,교통통제 및 안전처리,DB_ONLY,0,0,0,0,,,
1-1-1#3,기본철골공수,DB_ONLY,0,0,0,0,,,
1-1-1#4,용접접합,DB_ONLY,0,0,1,8,,,
1-1-1#5,비탈면 보강공,DB_ONLY,0,0,5,11,,,
1-1-2,용접배관,FAIL,2,25,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 25행 vs DB 0행 (coverage 0.0%) | 원본에 2개 테이블이 있지만 DB에 0개
1-1-2#2,유도선 설치 및 해체,DB_ONLY,0,0,3,8,,,
1-1-2#3,철골공수 산정방법,DB_ONLY,0,0,2,10,,,
1-1-2#4,용접배관,DB_ONLY,0,0,1,16,,,
1-1-2#5,지압판블록 설치,DB_ONLY,0,0,1,7,,,
1-1-3,기본용접공수,FAIL,10,30,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 30행 vs DB 0행 (coverage 0.0%) | 원본에 10개 테이블이 있지만 DB에 0개
1-1-3#2,기본용접공수,DB_ONLY,0,0,1,1,,,
1-1-3#3,나사식 접합 및 배관,DB_ONLY,0,0,4,9,,,
1-1-3#4,비탈면 점검로 설치,DB_ONLY,0,0,1,2,,,
1-1-4#2,그루브조인트식 접합 및 배관,DB_ONLY,0,0,2,19,,,
1-2,설계 및 수량,DB_ONLY,0,0,0,0,,,
1-2#2,동상방지층,DB_ONLY,0,0,0,0,,,
1-2#3,철골 세우기,DB_ONLY,0,0,0,0,,,
1-2#4,동관,DB_ONLY,0,0,0,0,,,
1-2#5,조경공사,DB_ONLY,0,0,0,0,,,
1-2-1,인력식 소규모장비 포설,FAIL,13,44,0,0,0.0,ROW_MISSING;TABLE_MISSING,원본 44행 vs DB 0행 (coverage 0.0%) | 원본에 13개 테이블이 있지만 DB에 0개
1-2-1#3,현장 세우기,DB_ONLY,0,0,8,10,,,
1-2-1#4,용접접합,DB_ONLY,0,0,2,24,,,
1-2-1#5,교통통제 및 안전처리,DB_ONLY,0,0,0,0,,,
1-2-10,제초,FAIL,8,13,0,0,0.0,SECTION_MISSING,원본 8개 테이블/13행이 DB에 없음
1-2-11,잔디깎기,DB_ONLY,0,0,5,7,,,
1-2-13,교목시비(喬⽊施肥),DB_ONLY,0,0,2,6,,,
1-2-14,관목시비(灌⽊施肥),DB_ONLY,0,0,3,6,,,
1-2-15,잔디시비,FAIL,5,12,0,0,0.0,SECTION_MISSING,원본 5개 테이블/12행이 DB에 없음
1-2-16,약제살포(기계),DB_ONLY,0,0,1,4,,,
1-2-17,약제살포(인력),DB_ONLY,0,0,1,1,,,
1-2-18,방풍벽 설치(거적세우기),DB_ONLY,0,0,2,5,,,
1-2-19,은행나무 과실채취,FAIL,5,10,0,0,0.0,SECTION_MISSING,원본 5개 테이블/10행이 DB에 없음
1-2-2#2,기계포설(길어깨),DB_ONLY,0,0,1,5,,,
1-2-2#3,탑다운공법 지하 현장 세우기,DB_ONLY,0,0,10,13,,,
1-2-2#4,용접배관,DB_ONLY,0,0,2,16,,,
1-2-2#5,일반전정,DB_ONLY,0,0,2,10,,,
1-2-3#2,기계포설(본선),DB_ONLY,0,0,1,4,,,
1-2-3#3,철골세우기 장비의 작업능력,DB_ONLY,0,0,1,6,,,
1-2-3#4,조형전정,DB_ONLY,0,0,2,10,,,
1-2-4#2,고장력 볼트 본조임,DB_ONLY,0,0,3,5,,,
1-2-4#3,가로수 전정,DB_ONLY,0,0,2,9,,,
